1.2032709157718692e+9, 9.0822862379553289e-18
1.2017509092031901e+9, 6.9746489855342298e-18
1.2158762590762970e+9, 5.4168398410064520e-18
1.2389412636056676e+9, 4.4311583317348744e-18
1.2700037013090072e+9, 3.6009705575070441e-18
1.3357981353435357e+9, 2.9259709381060342e-18
1.3548009587671893e+9, 2.2653126924083377e-18
1.3277017729954534e+9, 1.6474627264903627e-18
1.3719244963867073e+9, 1.2787227516345836e-18
1.4254426481936016e+9, 9.9344511245012026e-19
1.4729996242638640e+9, 8.0832044768575025e-19
1.5319517381486988e+9, 6.5619188433256110e-19
1.6331884808074074e+9, 5.3452374728617932e-19
1.7482448329093850e+9, 4.3406613783428596e-19
1.9160579573608403e+9, 3.7155990844891192e-19
2.1207867550823150e+9, 3.1941962265163366e-19
2.3519448084845080e+9, 2.7202037081647740e-19
2.6914349434116478e+9, 2.3904873121121913e-19
3.0039183748374453e+9, 2.1313786859386620e-19
3.4000262602871032e+9, 1.8995487003991460e-19
3.8663964461649890e+9, 1.7039619277027374e-19
4.3967370645116549e+9, 1.5395053705563424e-19
4.9998227247557449e+9, 1.3749500858562128e-19
5.6453685301859703e+9, 1.2575696045352179e-19
6.2922520430314627e+9, 1.1556351678946740e-19
6.2347764117441082e+9, 1.1672539178535471e-19
6.5457541314141006e+9, 1.3715937812756095e-19
6.8458671238069220e+9, 1.6836510527386533e-19
7.0901140804234047e+9, 2.0887317491818449e-19
7.2640163660348034e+9, 2.6573321369656048e-19
7.4048004727541752e+9, 3.3297467328416085e-19
7.5120663490428638e+9, 4.3803761557187797e-19
7.5357371128672609e+9, 5.5527218207761622e-19
7.4823724067520514e+9, 6.8781001941950094e-19
7.4823724067520514e+9, 8.2642892612044968e-19
7.4823724067520514e+9, 9.9298461878328074e-19
7.4823724067520514e+9, 1.1931073828319365e-18
7.4823724067520514e+9, 1.4335622123858430e-18
7.4823724067520514e+9, 1.7224774956153958e-18
7.4062567829028606e+9, 2.0417421879356186e-18
7.4387824903786917e+9, 2.4867239660015054e-18
7.4387824903786917e+9, 2.9878899096513025e-18
7.4387824903786917e+9, 3.5900591437781890e-18
7.4387824903786917e+9, 4.3135875301809637e-18
7.4387824903786917e+9, 5.1829333822480163e-18
7.4387824903786917e+9, 6.2274842591855116e-18
7.4387824903786917e+9, 7.4825503895600411e-18
7.3954465149622498e+9, 9.0753654569742899e-18
